item_id,dept_id,cat_id,store_id,total_28_day_forecast,avg_daily_forecast,max_daily_forecast,forecast_std,lead_time_demand,safety_stock,target_stock_level,current_inventory,recommended_order_qty,reorder_point,needs_reorder,stock_status,risk_level
FOODS_1_024,FOODS_1,FOODS,CA_1,9.720249179105142,0.3471517563966122,0.3925300657468949,0.03768607275892914,2.4300622947762855,0.056529109138393714,9.776778288243536,1,9,2.4865914039146793,1,Reorder Needed,Medium Demand
FOODS_1_025,FOODS_1,FOODS,CA_1,6.154302876509449,0.21979653130390892,0.3510090295559779,0.08406009396279131,1.5385757191273624,0.12609014094418697,6.280393017453636,23,0,1.6646658600715494,0,No Reorder Needed,Low Demand
FOODS_1_026,FOODS_1,FOODS,CA_1,6.344523900781964,0.22659013931364158,0.4411598410560616,0.08001135344948651,1.586130975195491,0.12001703017422977,6.464540930956194,11,0,1.7061480053697209,0,No Reorder Needed,Low Demand
FOODS_1_027,FOODS_1,FOODS,CA_1,51.0248101566064,1.8223146484502286,2.1488896445471006,0.17218164549488146,12.7562025391516,0.2582724682423222,51.283082624848724,29,23,13.014475007393923,1,Reorder Needed,High Demand
FOODS_1_028,FOODS_1,FOODS,CA_1,12.79001081219096,0.4567861004353914,0.6751981292625608,0.1044949140071313,3.19750270304774,0.15674237101069696,12.946753183201658,5,8,3.354245074058437,1,Reorder Needed,Medium Demand
FOODS_1_029,FOODS_1,FOODS,CA_1,0.2563187173012362,0.009154239903615578,0.0185471387180142,0.006782795358292448,0.06407967932530904,0.010174193037438672,0.26649291033867484,1,0,0.07425387236274772,0,No Reorder Needed,Low Demand
FOODS_1_030,FOODS_1,FOODS,CA_1,2.3583024173468683,0.08422508633381673,0.1798690586944471,0.048651341435105154,0.5895756043367171,0.07297701215265773,2.431279429499526,27,0,0.6625526164893748,0,No Reorder Needed,Low Demand
FOODS_1_031,FOODS_1,FOODS,CA_1,19.83734531223905,0.7084766182942518,0.8780712348615571,0.10114123159160433,4.959336328059763,0.1517118473874065,19.98905715962646,20,0,5.111048175447169,0,No Reorder Needed,Medium Demand
FOODS_1_032,FOODS_1,FOODS,CA_1,53.8440025704527,1.9230000918018821,2.420144451652469,0.21920249083036217,13.461000642613175,0.32880373624554327,54.17280630669824,0,55,13.789804378858719,1,Reorder Needed,High Demand
FOODS_1_033,FOODS_1,FOODS,CA_1,7.547875635811484,0.26956698699326725,0.6233266868614552,0.14702985232569518,1.8869689089528707,0.22054477848854276,7.768420414300026,11,0,2.1075136874414135,0,No Reorder Needed,Medium Demand
FOODS_1_034,FOODS_1,FOODS,CA_1,0.32107069416037526,0.011466810505727688,0.0382458796458148,0.013048527759056289,0.08026767354009381,0.019572791638584434,0.3406434857989597,25,0,0.09984046517867826,0,No Reorder Needed,Low Demand
FOODS_1_035,FOODS_1,FOODS,CA_1,21.0143780350344,0.7505135012512286,0.8783193296950333,0.09733491337649666,5.2535945087586,0.14600237006474498,21.160380405099147,21,1,5.3995968788233455,1,Reorder Needed,Medium Demand
FOODS_1_036,FOODS_1,FOODS,CA_1,51.01392697700152,1.8219259634643399,2.1072115032331964,0.14517134768428744,12.75348174425038,0.21775702152643117,51.23168399852795,28,24,12.97123876577681,1,Reorder Needed,High Demand
FOODS_1_037,FOODS_1,FOODS,CA_1,41.347797597281414,1.4767070570457648,1.7685573139088535,0.15052387226467648,10.336949399320353,0.22578580839701473,41.57358340567843,11,31,10.562735207717369,1,Reorder Needed,High Demand
FOODS_1_038,FOODS_1,FOODS,CA_1,0.4066687073903815,0.01452388240679934,0.0318149541961858,0.011695028920494848,0.10166717684759538,0.017542543380742272,0.4242112507711238,24,0,0.11920972022833765,0,No Reorder Needed,Low Demand
FOODS_1_039,FOODS_1,FOODS,CA_1,4.4248985634536435,0.15803209155191583,0.2995171730122765,0.0874116180484094,1.1062246408634109,0.1311174270726141,4.556015990526258,16,0,1.237342067936025,0,No Reorder Needed,Low Demand
FOODS_1_040,FOODS_1,FOODS,CA_1,59.15617087173919,2.1127203882764,2.428622937153181,0.17797864616676654,14.789042717934798,0.2669679692501498,59.423138840989346,26,34,15.056010687184948,1,Reorder Needed,High Demand
FOODS_1_041,FOODS_1,FOODS,CA_1,22.230370290437957,0.7939417960870699,0.9610415922684074,0.09574114503712444,5.557592572609489,0.14361171755568666,22.373982007993643,26,0,5.701204290165176,0,No Reorder Needed,Medium Demand
FOODS_1_042,FOODS_1,FOODS,CA_1,74.64609388986835,2.6659319246381554,3.20893471264936,0.27457988119555143,18.66152347246709,0.41186982179332715,75.05796371166169,9,67,19.073393294260416,1,Reorder Needed,High Demand
FOODS_1_043,FOODS_1,FOODS,CA_1,4.298727200336869,0.15352597144060248,0.2109116743730418,0.04318090504287507,1.0746818000842173,0.0647713575643126,4.363498557901182,27,0,1.1394531576485298,0,No Reorder Needed,Low Demand
FOODS_1_044,FOODS_1,FOODS,CA_1,29.16236549393933,1.0415130533549761,1.3296860285493337,0.10600160072136644,7.290591373484833,0.15900240108204966,29.32136789502138,27,3,7.449593774566883,1,Reorder Needed,High Demand
FOODS_1_045,FOODS_1,FOODS,CA_1,62.468345799551805,2.231012349983993,2.75600993097833,0.18638243987615766,15.617086449887951,0.2795736598142365,62.747919459366045,15,48,15.896660109702188,1,Reorder Needed,High Demand
FOODS_1_046,FOODS_1,FOODS,CA_1,187.14578054594028,6.6837778766407245,8.324563395417783,0.9825484877974322,46.78644513648507,1.4738227316961483,188.61960327763643,14,175,48.26026786818122,1,Reorder Needed,High Demand
FOODS_1_047,FOODS_1,FOODS,CA_1,19.24284414860366,0.6872444338787022,0.8607124568045768,0.06325069527701697,4.810711037150915,0.09487604291552545,19.337720191519185,29,0,4.90558708006644,0,No Reorder Needed,Medium Demand
FOODS_1_048,FOODS_1,FOODS,CA_1,1.991034163294398,0.07110836297479993,0.2103351913888002,0.07425145333944237,0.4977585408235995,0.11137718000916355,2.1024113433035616,29,0,0.609135720832763,0,No Reorder Needed,Low Demand
FOODS_1_049,FOODS_1,FOODS,CA_1,10.175686089843946,0.3634173603515695,0.544323372065042,0.09941290513821284,2.5439215224609866,0.14911935770731927,10.324805447551265,14,0,2.6930408801683057,0,No Reorder Needed,Medium Demand
FOODS_1_050,FOODS_1,FOODS,CA_1,21.057162486413525,0.7520415173719116,0.8606854621742319,0.055402854960942126,5.264290621603381,0.08310428244141319,21.14026676885494,29,0,5.347394904044794,0,No Reorder Needed,Medium Demand
FOODS_1_051,FOODS_1,FOODS,CA_1,6.765691540916621,0.24163184074702218,0.3929582006405225,0.08721569895575387,1.6914228852291553,0.1308235484336308,6.896515089350252,18,0,1.8222464336627862,0,No Reorder Needed,Low Demand
FOODS_1_052,FOODS_1,FOODS,CA_1,40.834530686150586,1.4583760959339496,1.7274339570203836,0.12084509535649773,10.208632671537647,0.1812676430347466,41.01579832918533,11,31,10.389900314572394,1,Reorder Needed,High Demand
FOODS_1_053,FOODS_1,FOODS,CA_1,0.23327853122192121,0.008331376115068614,0.0380801619575933,0.014269596955653071,0.0583196328054803,0.021404395433479606,0.2546829266554008,22,0,0.07972402823895991,0,No Reorder Needed,Low Demand
FOODS_1_054,FOODS_1,FOODS,CA_1,47.80526192849908,1.7073307831606814,2.0201875874677246,0.16576371324060568,11.95131548212477,0.24864556986090852,48.05390749835999,19,30,12.199961051985678,1,Reorder Needed,High Demand
FOODS_1_055,FOODS_1,FOODS,CA_1,47.03047725690674,1.6796599020323837,2.010517894429149,0.16192612261774436,11.757619314226686,0.24288918392661654,47.27336644083336,24,24,12.000508498153302,1,Reorder Needed,High Demand
FOODS_1_056,FOODS_1,FOODS,CA_1,2.667465225324105,0.0952666151901466,0.1678792608044929,0.048763764539691765,0.6668663063310263,0.07314564680953764,2.740610872133643,2,1,0.7400119531405639,1,Reorder Needed,Low Demand
FOODS_1_057,FOODS_1,FOODS,CA_1,0.6102458750102043,0.021794495536078727,0.0690027181947406,0.028714930623391536,0.15256146875255108,0.043072395935087306,0.6533182709452916,4,0,0.19563386468763838,0,No Reorder Needed,Low Demand
FOODS_1_058,FOODS_1,FOODS,CA_1,5.098185762867561,0.18207806295955575,0.2387023549484151,0.04912807245810756,1.2745464407168903,0.07369210868716133,5.171877871554722,18,0,1.3482385494040516,0,No Reorder Needed,Low Demand
FOODS_1_059,FOODS_1,FOODS,CA_1,1.726580744982508,0.06166359803508957,0.1811352865591715,0.06245638668735839,0.431645186245627,0.09368458003103758,1.8202653250135454,6,0,0.5253297662766645,0,No Reorder Needed,Low Demand
FOODS_1_060,FOODS_1,FOODS,CA_1,9.717997205840582,0.3470713287800208,0.5666854581221092,0.13394740966416183,2.4294993014601456,0.20092111449624273,9.918918320336825,20,0,2.6304204159563884,0,No Reorder Needed,Medium Demand
FOODS_1_061,FOODS_1,FOODS,CA_1,46.909782938517914,1.6753493906613541,1.9317467495877552,0.1529475436312985,11.727445734629478,0.22942131544694777,47.13920425396486,8,40,11.956867050076426,1,Reorder Needed,High Demand
FOODS_1_062,FOODS_1,FOODS,CA_1,18.78351027561249,0.670839652700446,0.8420647854408768,0.07226300755829711,4.695877568903122,0.10839451133744565,18.891904786949933,6,13,4.804272080240568,1,Reorder Needed,Medium Demand
FOODS_1_063,FOODS_1,FOODS,CA_1,15.009064328791455,0.536038011742552,0.8591361072506617,0.1335054744959709,3.7522660821978637,0.20025821174395633,15.20932254053541,17,0,3.95252429394182,0,No Reorder Needed,Medium Demand
FOODS_1_064,FOODS_1,FOODS,CA_1,24.73702839404147,0.8834652997871953,0.973334971872523,0.044536755745562526,6.1842570985103675,0.06680513361834378,24.803833527659815,3,22,6.251062232128711,1,Reorder Needed,Medium Demand
FOODS_1_065,FOODS_1,FOODS,CA_1,3.1134643517068876,0.11119515541810313,0.1967015353491518,0.03668315789072112,0.7783660879267219,0.05502473683608168,3.1684890885429695,24,0,0.8333908247628036,0,No Reorder Needed,Low Demand
FOODS_1_066,FOODS_1,FOODS,CA_1,28.0596120719054,1.00212900256805,1.1175186719024102,0.03541355841030819,7.0149030179763505,0.05312033761546228,28.11273240952086,27,2,7.068023355591813,1,Reorder Needed,High Demand
FOODS_1_067,FOODS_1,FOODS,CA_1,27.12811795203966,0.9688613554299879,1.267108277706793,0.18098675120426844,6.782029488009915,0.27148012680640266,27.39959807884606,13,15,7.053509614816317,1,Reorder Needed,Medium Demand
FOODS_1_068,FOODS_1,FOODS,CA_1,0.2551751266987378,0.00911339738209778,0.0342066063081815,0.013966400753260333,0.06379378167468445,0.0209496011298905,0.2761247278286283,17,0,0.08474338280457495,0,No Reorder Needed,Low Demand
FOODS_1_069,FOODS_1,FOODS,CA_1,20.421087426825157,0.7293245509580413,0.8906024209213921,0.09509781713820382,5.105271856706289,0.14264672570730574,20.56373415253246,25,0,5.247918582413595,0,No Reorder Needed,Medium Demand
FOODS_1_070,FOODS_1,FOODS,CA_1,3.658074578636279,0.13064552066558138,0.293168385878772,0.09060065034961882,0.9145186446590696,0.13590097552442823,3.793975554160707,8,0,1.0504196201834979,0,No Reorder Needed,Low Demand
FOODS_1_071,FOODS_1,FOODS,CA_1,21.175773883147375,0.7562776386838348,0.8868563822219997,0.08502234752715182,5.293943470786844,0.12753352129072773,21.303307404438105,25,0,5.421476992077571,0,No Reorder Needed,Medium Demand
FOODS_1_072,FOODS_1,FOODS,CA_1,3.9727632826513912,0.1418844029518354,0.183203345314516,0.03323635484105135,0.9931908206628479,0.049854532261577024,4.0226178149129685,20,0,1.043045352924425,0,No Reorder Needed,Low Demand
FOODS_1_073,FOODS_1,FOODS,CA_1,23.726335773305827,0.8473691347609223,0.9374677935657764,0.04243484419213251,5.931583943326457,0.06365226628819877,23.789988039594025,1,23,5.995236209614656,1,Reorder Needed,Medium Demand
FOODS_1_074,FOODS_1,FOODS,CA_1,38.08162527110681,1.3600580453966717,1.6192072594257598,0.1527011187913263,9.520406317776702,0.22905167818698946,38.3106769492938,19,20,9.749457995963692,1,Reorder Needed,High Demand
FOODS_1_075,FOODS_1,FOODS,CA_1,18.318729026188485,0.6542403223638745,0.7666471150838591,0.06366023275784927,4.579682256547121,0.0954903491367739,18.41421937532526,27,0,4.675172605683895,0,No Reorder Needed,Medium Demand
FOODS_1_076,FOODS_1,FOODS,CA_1,30.584495015362233,1.092303393405794,1.333169801563184,0.12622973175183383,7.646123753840557,0.18934459762775074,30.773839612989985,14,17,7.835468351468308,1,Reorder Needed,High Demand
FOODS_1_077,FOODS_1,FOODS,CA_1,0.2362816488676573,0.008438630316702046,0.0156612047866498,0.0039945981324060655,0.05907041221691432,0.005991897198609098,0.2422735460662664,27,0,0.06506230941552342,0,No Reorder Needed,Low Demand
FOODS_1_078,FOODS_1,FOODS,CA_1,3.4182941205043966,0.12208193287515702,0.277701563958368,0.09223712805406983,0.8545735301260992,0.13835569208110476,3.5566498125855013,6,0,0.9929292222072039,0,No Reorder Needed,Low Demand
FOODS_1_079,FOODS_1,FOODS,CA_1,0.6424721224852559,0.022945432945901994,0.0443851153542569,0.013077912533999272,0.16061803062131397,0.01961686880099891,0.6620889912862548,11,0,0.18023489942231288,0,No Reorder Needed,Low Demand
FOODS_1_080,FOODS_1,FOODS,CA_1,14.967178038477885,0.5345420728027815,0.7023668905922527,0.10842430126686008,3.7417945096194707,0.1626364519002901,15.129814490378175,28,0,3.9044309615197608,0,No Reorder Needed,Medium Demand
FOODS_1_081,FOODS_1,FOODS,CA_1,16.445365339286727,0.5873344764030974,0.6842177683622772,0.05266674512369482,4.111341334821682,0.07900011768554223,16.52436545697227,7,10,4.190341452507224,1,Reorder Needed,Medium Demand
FOODS_1_082,FOODS_1,FOODS,CA_1,181.75611421059688,6.491289793235603,8.06722034408172,0.6283231022208746,45.43902855264922,0.9424846533313119,182.6985988639282,14,169,46.38151320598053,1,Reorder Needed,High Demand
FOODS_1_083,FOODS_1,FOODS,CA_1,23.986166254457434,0.8566487948020512,0.9486376555170928,0.04870098139939647,5.996541563614358,0.07305147209909471,24.05921772655653,2,23,6.069593035713453,1,Reorder Needed,Medium Demand
FOODS_1_084,FOODS_1,FOODS,CA_1,0.7772047531354945,0.027757312611981947,0.0611124402590501,0.020347546936471273,0.19430118828387363,0.03052132040470691,0.8077260735402014,13,0,0.22482250868858056,0,No Reorder Needed,Low Demand
FOODS_1_085,FOODS_1,FOODS,CA_1,240.48826172377593,8.588866490134855,10.164922498307646,0.7847088362438361,60.122065430943984,1.1770632543657542,241.66532497814168,16,226,61.29912868530974,1,Reorder Needed,High Demand
FOODS_1_086,FOODS_1,FOODS,CA_1,148.6713029869761,5.309689392392003,6.549494452239726,0.6079362586008248,37.16782574674402,0.9119043879012372,149.58320737487733,3,147,38.07973013464526,1,Reorder Needed,High Demand
FOODS_1_087,FOODS_1,FOODS,CA_1,67.84243991020715,2.422944282507398,2.8193422161356105,0.20931631580082774,16.960609977551787,0.3139744737012416,68.15641438390838,17,52,17.274584451253027,1,Reorder Needed,High Demand
FOODS_1_088,FOODS_1,FOODS,CA_1,27.815376174813522,0.9934062919576258,1.064473075295346,0.03621756630627042,6.953844043703381,0.05432634945940563,27.869702524272927,7,21,7.008170393162787,1,Reorder Needed,Medium Demand
FOODS_1_089,FOODS_1,FOODS,CA_1,2.06924184929212,0.07390149461757571,0.1335336798466545,0.03386407426755143,0.51731046232303,0.05079611140132715,2.1200379606934474,3,0,0.5681065737243571,0,No Reorder Needed,Low Demand
FOODS_1_090,FOODS_1,FOODS,CA_1,18.91124226721545,0.6754015095434089,0.8243774870003626,0.08970521726340483,4.727810566803862,0.13455782589510723,19.045800093110557,1,19,4.862368392698969,1,Reorder Needed,Medium Demand
FOODS_1_091,FOODS_1,FOODS,CA_1,0.4297354063933575,0.015347693085477053,0.1315628393489166,0.03612820188419381,0.10743385159833937,0.054192302826290714,0.4839277092196482,29,0,0.16162615442463008,0,No Reorder Needed,Low Demand
FOODS_1_092,FOODS_1,FOODS,CA_1,24.96550476886415,0.8916251703165768,0.9304876349321384,0.028405329596964655,6.241376192216038,0.042607994395446984,25.008112763259597,5,21,6.283984186611485,1,Reorder Needed,Medium Demand
FOODS_1_093,FOODS_1,FOODS,CA_1,0.17821689988600878,0.006364889281643171,0.0149334625718829,0.00470872217166954,0.044554224971502195,0.00706308325750431,0.1852799831435131,21,0,0.0516173082290065,0,No Reorder Needed,Low Demand
FOODS_1_094,FOODS_1,FOODS,CA_1,7.2820070897210165,0.2600716817757506,0.5741647596520402,0.12646512819106465,1.8205017724302541,0.18969769228659697,7.471704782007613,9,0,2.0101994647168513,0,No Reorder Needed,Medium Demand
FOODS_1_095,FOODS_1,FOODS,CA_1,0.13296316144052284,0.00474868433716153,0.0340111823123857,0.009133566915758506,0.03324079036013071,0.01370035037363776,0.1466635118141606,3,0,0.04694114073376847,0,No Reorder Needed,Low Demand
FOODS_1_096,FOODS_1,FOODS,CA_1,0.543197963024481,0.019399927250874322,0.0939117622573106,0.022023172035042907,0.13579949075612024,0.03303475805256436,0.5762327210770454,21,0,0.1688342488086846,0,No Reorder Needed,Low Demand
FOODS_1_097,FOODS_1,FOODS,CA_1,41.465390645405186,1.480906808764471,1.7211765949418467,0.1329138142658207,10.366347661351297,0.19937072139873102,41.664761366803916,28,14,10.565718382750028,1,Reorder Needed,High Demand
FOODS_1_098,FOODS_1,FOODS,CA_1,0.5172322443424173,0.01847258015508633,0.0522187002245912,0.019437670354207657,0.12930806108560433,0.029156505531311487,0.5463887498737288,17,0,0.15846456661691583,0,No Reorder Needed,Low Demand
FOODS_1_099,FOODS_1,FOODS,CA_1,236.5563547742546,8.448441241937664,10.90802663369994,1.2266217996100877,59.13908869356364,1.8399326994151315,238.39628747366973,25,214,60.97902139297877,1,Reorder Needed,High Demand
FOODS_1_101,FOODS_1,FOODS,CA_1,0.5800307392567429,0.020715383544883673,0.0679347073430008,0.02893122595997296,0.14500768481418572,0.04339683893995944,0.6234275781967022,11,0,0.18840452375414515,0,No Reorder Needed,Low Demand
FOODS_1_102,FOODS_1,FOODS,CA_1,1.1160852225104008,0.0398601865182286,0.095164218686516,0.027032130665371395,0.2790213056276002,0.04054819599805709,1.156633418508458,1,1,0.3195695016256573,1,Reorder Needed,Low Demand
FOODS_1_103,FOODS_1,FOODS,CA_1,30.036741014637947,1.0727407505227837,1.2054967647119632,0.05772562340482909,7.509185253659486,0.08658843510724364,30.123329449745192,9,22,7.595773688766729,1,Reorder Needed,High Demand
FOODS_1_104,FOODS_1,FOODS,CA_1,29.69225417247004,1.060437649016787,1.2671105882059583,0.060160840841476056,7.423063543117509,0.09024126126221409,29.782495433732254,29,1,7.5133048043797235,1,Reorder Needed,High Demand
FOODS_1_105,FOODS_1,FOODS,CA_1,29.872422077879538,1.0668722170671263,1.2800628235109175,0.08512613804589776,7.468105519469884,0.12768920706884665,30.000111284948385,3,28,7.595794726538731,1,Reorder Needed,High Demand
FOODS_1_106,FOODS_1,FOODS,CA_1,28.737649569528976,1.0263446274831778,1.1882205079466577,0.05346534014561131,7.184412392382244,0.08019801021841697,28.817847579747394,13,16,7.264610402600661,1,Reorder Needed,High Demand
FOODS_1_107,FOODS_1,FOODS,CA_1,0.6672001962593345,0.023828578437833373,0.1194713628902645,0.0407790826722327,0.16680004906483362,0.06116862400834905,0.7283688202676835,15,0,0.22796867307318266,0,No Reorder Needed,Low Demand
FOODS_1_108,FOODS_1,FOODS,CA_1,27.794536734460035,0.9926620262307155,1.1904980051808518,0.10421410090810032,6.948634183615009,0.15632115136215047,27.950857885822185,14,14,7.104955334977159,1,Reorder Needed,Medium Demand
FOODS_1_109,FOODS_1,FOODS,CA_1,8.050528015664238,0.2875188577022942,0.5762766972692754,0.13869851435807778,2.0126320039160595,0.20804777153711668,8.258575787201355,7,2,2.220679775453176,1,Reorder Needed,Medium Demand
FOODS_1_110,FOODS_1,FOODS,CA_1,4.043674709802653,0.14441695392152334,0.1973907524711239,0.043237532380604016,1.0109186774506633,0.06485629857090602,4.108531008373559,13,0,1.0757749760215694,0,No Reorder Needed,Low Demand
FOODS_1_111,FOODS_1,FOODS,CA_1,1.135212898917358,0.04054331781847707,0.1301368855207174,0.03319271152171756,0.2838032247293395,0.04978906728257634,1.1850019661999343,22,0,0.3335922920119158,0,No Reorder Needed,Low Demand
FOODS_1_112,FOODS_1,FOODS,CA_1,43.7191434631605,1.5613979808271607,1.7608464077089232,0.1478246629127177,10.929785865790125,0.22173699436907657,43.94088045752957,27,17,11.1515228601592,1,Reorder Needed,High Demand
FOODS_1_113,FOODS_1,FOODS,CA_1,7.688344575712164,0.274583734846863,0.3548360599503817,0.0681438030652946,1.922086143928041,0.10221570459794191,7.790560280310106,24,0,2.0243018485259827,0,No Reorder Needed,Medium Demand
FOODS_1_114,FOODS_1,FOODS,CA_1,5.85450723236353,0.20908954401298321,0.2729106474850917,0.033390196925252406,1.4636268080908825,0.050085295387878606,5.904592527751409,29,0,1.513712103478761,0,No Reorder Needed,Low Demand
FOODS_1_115,FOODS_1,FOODS,CA_1,1.3676091752550614,0.04884318483053791,0.0831200085547889,0.026510341953588965,0.34190229381376536,0.03976551293038345,1.407374688185445,7,0,0.3816678067441488,0,No Reorder Needed,Low Demand
FOODS_1_116,FOODS_1,FOODS,CA_1,14.13516262258735,0.5048272365209768,0.6372490701623481,0.0691839680014356,3.533790655646838,0.1037759520021534,14.238938574589504,20,0,3.637566607648991,0,No Reorder Needed,Medium Demand
FOODS_1_117,FOODS_1,FOODS,CA_1,28.256801281267144,1.0091714743309694,1.2000806259915262,0.07087729669147752,7.064200320316786,0.10631594503721628,28.36311722630436,15,14,7.170516265354002,1,Reorder Needed,High Demand
FOODS_1_118,FOODS_1,FOODS,CA_1,26.918584374550008,0.961378013376786,1.0329648138936904,0.03464879056332637,6.729646093637502,0.051973185844989556,26.970557560394997,12,15,6.781619279482491,1,Reorder Needed,Medium Demand
FOODS_1_119,FOODS_1,FOODS,CA_1,0.40427017150827316,0.014438220411009756,0.0533545735582672,0.022382562392565895,0.10106754287706829,0.033573843588848844,0.437844015097122,17,0,0.13464138646591714,0,No Reorder Needed,Low Demand
FOODS_1_120,FOODS_1,FOODS,CA_1,4.350754106189532,0.1553840752210547,0.2074089045693057,0.04366923840571701,1.087688526547383,0.06550385760857551,4.416257963798108,14,0,1.1531923841559586,0,No Reorder Needed,Low Demand
FOODS_1_121,FOODS_1,FOODS,CA_1,11.14796914309387,0.3981417551104954,0.5789696780616824,0.09906861888081289,2.7869922857734677,0.14860292832121935,11.29657207141509,20,0,2.935595214094687,0,No Reorder Needed,Medium Demand
